name,address,description,interest
Tax,"29,148.00",0,"52,12,189.92"
Miscellaneous,0,"52,12,189.92",0
Interest,91.84,0,91.84
ATM,414,0,505.84
Commission,"11,223.00",0,"11,728.84"
Miscellaneous,48,0,"11,776.84"
Cheque,0,"2,355.37","9,421.47"
Purchase,0,"1,884.29","7,537.18"
Bill,0,"1,256.20","6,280.98"
RTGS,0,897.28,"5,383.70"
Purchase,0,"5,383.70",0
Cheque,37.75,0,37.75
Purchase,"2,72,136.00",0,"2,72,173.75"
Bill,"2,812.70",0,"2,74,986.45"
Cash,0,"27,498.65","2,47,487.81"
Bill,0,"61,871.95","1,85,615.86"
Transfer,"1,23,189.41",0,"3,08,805.27"
ATM,212.6,0,"3,09,017.87"
Cash,0,"1,54,508.94","1,54,508.94"
Cash,4.83,0,"1,54,513.77"
Purchase,"1,55,741.80",0,"3,10,255.57"
RTGS,3,0,"3,10,258.57"
Cash,11.2,0,"3,10,269.77"
Interest,0,"77,567.44","2,32,702.33"
Tax,0,"38,783.72","1,93,918.61"
Cheque,45,0,"1,93,963.61"
Miscellaneous,0,"1,93,963.61",0
IMPS,232.85,0,232.85
Debit Card,7.82,0,240.67
Transfer,0,40.11,200.56
RTGS,0,40.11,160.45
Reversal,0,20.06,140.39
Tax,"19,61,591.20",0,"19,61,731.59"
Transfer,"94,785.00",0,"20,56,516.59"
Cheque,"10,64,389.00",0,"31,20,905.59"
Cash,0,"3,12,090.56","28,08,815.03"
Debit Card,0,"7,02,203.76","21,06,611.27"
Transfer,0,"2,63,326.41","18,43,284.86"
Miscellaneous,0,"18,43,284.86",0
Transfer,"20,97,038.00",0,"20,97,038.00"
Cash,0,"2,62,129.75","18,34,908.25"
RTGS,0,"6,11,636.08","12,23,272.17"
Reversal,0,"2,03,878.70","10,19,393.48"
Debit Card,2.7,0,"10,19,396.18"
RTGS,0,"5,09,698.09","5,09,698.09"
IMPS,0,"1,01,939.62","4,07,758.47"
Tax,"27,769.46",0,"4,35,527.93"
Cash,51.04,0,"4,35,578.97"
IMPS,"19,701.00",0,"4,55,279.97"
Cheque,0,"1,51,759.99","3,03,519.98"
Commission,0,"50,586.66","2,52,933.32"
Bill,"17,60,798.50",0,"20,13,731.82"
NEFT,"1,85,200.78",0,"21,98,932.60"
Cash,901,0,"21,99,833.60"
Interest,"23,351.56",0,"22,23,185.16"
Bill,1.17,0,"22,23,186.33"
IMPS,0,"11,11,593.17","11,11,593.16"
Tax,0,"1,85,265.53","9,26,327.63"
RTGS,0,"9,26,327.63",0
Reversal,49.37,0,49.37
Cheque,"93,565.53",0,"93,614.90"
Purchase,230,0,"93,844.90"
ATM,6.8,0,"93,851.70"
RTGS,"5,76,847.50",0,"6,70,699.20"
Purchase,"18,392.20",0,"6,89,091.40"
IMPS,"10,69,593.00",0,"17,58,684.40"
Interest,0,"1,75,868.44","15,82,815.96"
IMPS,495.77,0,"15,83,311.73"
RTGS,"3,091.00",0,"15,86,402.73"
Purchase,0,"7,93,201.37","7,93,201.36"
Commission,46.4,0,"7,93,247.76"
Transfer,"1,74,556.69",0,"9,67,804.45"
ATM,62,0,"9,67,866.45"
Cash,"20,81,359.00",0,"30,49,225.45"
Interest,17,0,"30,49,242.45"
Interest,"1,46,980.10",0,"31,96,222.55"
Purchase,50,0,"31,96,272.55"
Cash,6,0,"31,96,278.55"
Debit Card,0,"31,96,278.55",0
Purchase,"1,595.93",0,"1,595.93"
Miscellaneous,"2,38,363.00",0,"2,39,958.93"
Purchase,"8,480.60",0,"2,48,439.53"
Miscellaneous,0,"82,813.18","1,65,626.35"
Miscellaneous,"4,80,374.00",0,"6,46,000.35"
Cash,0,"1,07,666.73","5,38,333.62"
NEFT,0,"67,291.70","4,71,041.92"
NEFT,0,"67,291.70","4,03,750.22"
RTGS,"1,05,906.00",0,"5,09,656.22"
Purchase,0,"2,54,828.11","2,54,828.11"
Bill,0,"25,482.81","2,29,345.30"
Reversal,0,"32,763.61","1,96,581.69"
Debit Card,0,"32,763.62","1,63,818.08"
Purchase,0,"27,303.01","1,36,515.07"
Tax,"2,48,552.80",0,"3,85,067.87"
RTGS,0,"38,506.79","3,46,561.08"
Commission,7.7,0,"3,46,568.78"
Debit Card,0,"43,321.10","3,03,247.68"
Bill,0,"1,01,082.56","2,02,165.12"
RTGS,9.52,0,"2,02,174.64"
Commission,30,0,"2,02,204.64"
Bill,0,"50,551.16","1,51,653.48"
Cash,0,"25,275.58","1,26,377.90"
NEFT,"4,34,055.75",0,"5,60,433.65"
Cash,"4,27,581.50",0,"9,88,015.15"
Miscellaneous,458,0,"9,88,473.15"
Transfer,0,"1,41,210.45","8,47,262.70"
Miscellaneous,0,"94,140.30","7,53,122.40"
RTGS,7.96,0,"7,53,130.36"
Purchase,0,"94,141.30","6,58,989.06"
Cash,"18,85,106.00",0,"25,44,095.06"
Cash,816.28,0,"25,44,911.34"
Tax,0,"2,82,767.93","22,62,143.41"
Bill,0,"11,31,071.71","11,31,071.70"
IMPS,192.3,0,"11,31,264.00"
Purchase,7.7,0,"11,31,271.70"
ATM,4.2,0,"11,31,275.90"
Tax,"32,531.00",0,"11,63,806.90"
Commission,"3,049.83",0,"11,66,856.73"
Miscellaneous,0,"1,29,650.75","10,37,205.98"
Cheque,0,"1,03,720.60","9,33,485.38"
Transfer,"5,20,089.25",0,"14,53,574.63"
Purchase,0,"2,42,262.44","12,11,312.19"
Miscellaneous,"10,33,414.80",0,"22,44,726.99"
Transfer,334,0,"22,45,060.99"
NEFT,0,"4,49,012.20","17,96,048.79"
NEFT,"2,56,324.00",0,"20,52,372.79"
Transfer,"1,637.05",0,"20,54,009.84"
RTGS,0,"3,42,334.97","17,11,674.87"
Cheque,0,"5,70,558.29","11,41,116.58"
Bill,0,"1,26,790.73","10,14,325.85"
Cheque,"16,87,564.75",0,"27,01,890.60"
RTGS,0,"9,00,630.20","18,01,260.40"
ATM,"15,70,818.20",0,"33,72,078.60"
IMPS,0,"4,21,509.83","29,50,568.78"
ATM,0,"9,83,522.93","19,67,045.85"
Miscellaneous,0,"4,91,761.46","14,75,284.39"
NEFT,"1,298.70",0,"14,76,583.09"
Miscellaneous,15,0,"14,76,598.09"
Cheque,66.86,0,"14,76,664.95"
ATM,0,"3,69,166.24","11,07,498.71"
NEFT,0,"1,38,437.34","9,69,061.37"
Debit Card,0,"1,61,510.23","8,07,551.14"
IMPS,1,0,"8,07,552.14"
Bill,"32,102.68",0,"8,39,654.82"
Cheque,0,"8,39,654.82",0
ATM,308.35,0,308.35
NEFT,0,38.54,269.81
Cheque,"9,81,286.50",0,"9,81,556.31"
Commission,0,"1,40,222.33","8,41,333.98"
Commission,"3,818.00",0,"8,45,151.98"
IMPS,500.7,0,"8,45,652.68"
ATM,"8,63,297.50",0,"17,08,950.18"
IMPS,0,"8,54,475.09","8,54,475.09"
ATM,161.6,0,"8,54,636.69"
Cash,190.1,0,"8,54,826.79"
NEFT,0,"8,54,826.79",0
Debit Card,"16,96,692.25",0,"16,96,692.25"
Reversal,"29,331.84",0,"17,26,024.09"
Purchase,0,"1,72,602.41","15,53,421.68"
Cash,0,"1,72,602.41","13,80,819.27"
ATM,48,0,"13,80,867.27"
Cheque,"1,200.80",0,"13,82,068.07"
NEFT,0,"1,97,438.30","11,84,629.77"
ATM,0,"11,84,629.77",0
Transfer,429.79,0,429.79
Cheque,0,71.63,358.16
IMPS,0,51.17,306.99
NEFT,"3,670.50",0,"3,977.49"
Miscellaneous,0,397.75,"3,579.74"
Cheque,6.41,0,"3,586.15"
Transfer,0,398.46,"3,187.69"
Bill,"2,091.00",0,"5,278.69"
Cash,0,754.1,"4,524.59"
Cash,3.37,0,"4,527.96"
Bill,"11,96,733.75",0,"12,01,261.71"
Debit Card,0,"6,00,630.86","6,00,630.86"
Cheque,"1,613.82",0,"6,02,244.68"
Miscellaneous,"2,31,057.60",0,"8,33,302.28"
Cheque,"17,670.00",0,"8,50,972.28"
NEFT,418,0,"8,51,390.28"
Purchase,0,"2,12,847.57","6,38,542.71"
Transfer,0,"6,38,542.71",0
IMPS,"2,05,640.47",0,"2,05,640.47"
RTGS,"1,73,299.19",0,"3,78,939.66"
RTGS,0,"47,367.46","3,31,572.20"
RTGS,"27,135.00",0,"3,58,707.20"
Transfer,0,"3,58,707.20",0
Purchase,292.46,0,292.46
Commission,"98,505.53",0,"98,797.99"
Cash,"9,44,078.00",0,"10,42,875.99"
Interest,3.71,0,"10,42,879.70"
ATM,323,0,"10,43,202.70"
ATM,"1,73,167.25",0,"12,16,369.95"
Interest,"6,021.89",0,"12,22,391.84"
Interest,0,"2,03,731.97","10,18,659.87"
Tax,0,"1,45,522.84","8,73,137.03"
Reversal,"10,661.00",0,"8,83,798.03"
Cash,0,"1,10,474.75","7,73,323.28"
Cash,"14,874.00",0,"7,88,197.28"
ATM,281.77,0,"7,88,479.05"
Tax,0,"1,12,639.86","6,75,839.19"
Debit Card,379.61,0,"6,76,218.80"
RTGS,331,0,"6,76,549.80"
RTGS,0.74,0,"6,76,550.54"
Commission,0,"6,76,550.54",0
Reversal,"10,689.00",0,"10,689.00"
Transfer,"8,639.30",0,"19,328.30"
Miscellaneous,0,"9,664.15","9,664.15"
IMPS,0,966.42,"8,697.74"
NEFT,0,"1,449.62","7,248.12"
Purchase,0,"1,035.45","6,212.67"
Tax,3,0,"6,215.67"
Tax,"27,066.00",0,"33,281.67"
Debit Card,0,"3,328.17","29,953.50"
Bill,0,0,"29,953.50"
Commission,3.26,0,"29,956.76"
Cheque,0,"4,279.54","25,677.22"
Transfer,0,"2,853.02","22,824.20"
Purchase,0,"7,608.07","15,216.13"
Tax,0,"1,521.61","13,694.52"
Transfer,0,"1,369.45","12,325.07"
Bill,"1,609.32",0,"13,934.39"
RTGS,4.5,0,"13,938.89"
Tax,"1,45,921.00",0,"1,59,859.89"
Miscellaneous,"2,53,568.90",0,"4,13,428.79"
Cash,"80,170.12",0,"4,93,598.91"
IMPS,0,"2,46,799.46","2,46,799.46"
Tax,0,"30,849.93","2,15,949.53"
Purchase,"31,351.00",0,"2,47,300.53"
Transfer,"31,094.44",0,"2,78,394.97"
Cheque,"6,46,119.75",0,"9,24,514.72"
Purchase,"2,510.00",0,"9,27,024.72"
NEFT,1.2,0,"9,27,025.92"
Commission,4.8,0,"9,27,030.72"
ATM,"8,33,050.75",0,"17,60,081.47"
RTGS,0,"1,95,564.61","15,64,516.86"
Cheque,0,"1,73,835.21","13,90,681.65"
Cash,0,"1,39,068.17","12,51,613.48"
NEFT,"20,16,493.75",0,"32,68,107.23"
Interest,"1,82,966.44",0,"34,51,073.67"
Tax,2.81,0,"34,51,076.48"
Miscellaneous,"3,330.10",0,"34,54,406.58"
Cash,"8,57,184.80",0,"43,11,591.38"
Transfer,0,"5,38,948.92","37,72,642.46"
Miscellaneous,415,0,"37,73,057.46"
Miscellaneous,804,0,"37,73,861.46"
Miscellaneous,0,"7,54,772.29","30,19,089.17"
Commission,"13,145.10",0,"30,32,234.27"
Reversal,46.42,0,"30,32,280.69"
Purchase,0,"10,10,760.23","20,21,520.46"
Tax,5.8,0,"20,21,526.26"
IMPS,0,"2,24,614.03","17,96,912.23"
Purchase,68.22,0,"17,96,980.45"
Debit Card,0,"3,59,396.09","14,37,584.36"
RTGS,0,"14,37,584.36",0
Purchase,"1,09,228.00",0,"1,09,228.00"
Cheque,0,"54,614.00","54,614.00"
Interest,"13,413.00",0,"68,027.00"
Commission,84.53,0,"68,111.53"
Miscellaneous,8.14,0,"68,119.67"
Bill,"10,14,370.25",0,"10,82,489.92"
Tax,0,"1,08,248.99","9,74,240.93"
NEFT,519.5,0,"9,74,760.43"
Miscellaneous,1.8,0,"9,74,762.23"
RTGS,0,"1,08,306.91","8,66,455.32"
Miscellaneous,"33,964.00",0,"9,00,419.32"
Miscellaneous,0,"1,00,046.59","8,00,372.73"
RTGS,"1,71,110.06",0,"9,71,482.79"
Cheque,384,0,"9,71,866.79"
Bill,0,"4,85,933.40","4,85,933.40"
Debit Card,"1,08,608.72",0,"5,94,542.12"
Cash,0,"99,090.35","4,95,451.77"
Interest,"15,385.68",0,"5,10,837.45"
Tax,0,"1,02,167.49","4,08,669.96"
Purchase,"2,56,207.00",0,"6,64,876.96"
Miscellaneous,50.3,0,"6,64,927.26"
Debit Card,34,0,"6,64,961.26"
Debit Card,0,"94,994.47","5,69,966.79"
Cheque,6.87,0,"5,69,973.66"
IMPS,25.08,0,"5,69,998.74"
Tax,0,"81,428.39","4,88,570.35"
Reversal,322.1,0,"4,88,892.45"
ATM,0,"1,62,964.15","3,25,928.30"
IMPS,0,"1,62,964.15","1,62,964.15"
ATM,0,"18,107.13","1,44,857.02"
Interest,4,0,"1,44,861.02"
Cash,0,"20,694.43","1,24,166.59"
Bill,0,"12,416.66","1,11,749.93"
IMPS,0,"27,937.48","83,812.45"
Purchase,0,"27,937.48","55,874.97"
Commission,"14,394.00",0,"70,268.97"
ATM,0,"11,711.50","58,557.48"
Transfer,0,"8,365.35","50,192.13"
Debit Card,39,0,"50,231.13"
Purchase,0,"16,743.71","33,487.42"
NEFT,47.7,0,"33,535.12"
Transfer,533.46,0,"34,068.58"
Debit Card,0,"34,068.58",0
RTGS,323,0,323
ATM,539.77,0,862.77
RTGS,4,0,866.77
IMPS,0,123.82,742.95
IMPS,"12,188.00",0,"12,930.95"
Purchase,30,0,"12,960.95"
IMPS,0,"12,960.95",0
NEFT,698,0,698
Bill,"4,738.00",0,"5,436.00"
ATM,0,"1,812.00","3,624.00"
Reversal,0,906,"2,718.00"
Purchase,0,"1,359.00","1,359.00"
Commission,"3,827.32",0,"5,186.32"
Cheque,"4,243.90",0,"9,430.22"
Debit Card,0,"4,715.11","4,715.11"
Tax,0,523.9,"4,191.21"
Reversal,"18,197.40",0,"22,388.61"
Cash,"1,30,839.00",0,"1,53,227.61"
Bill,0,"19,153.45","1,34,074.16"
NEFT,"1,548.70",0,"1,35,622.86"
Cheque,0,"67,811.43","67,811.43"
Bill,0,"6,781.14","61,030.29"
RTGS,"14,155.20",0,"75,185.49"
Bill,287,0,"75,472.49"
Debit Card,0,"10,781.78","64,690.71"
NEFT,"24,252.00",0,"88,942.71"
Cash,"7,342.30",0,"96,285.01"
ATM,0,"16,047.50","80,237.51"
Commission,4,0,"80,241.51"
Debit Card,3.1,0,"80,244.61"
Tax,507.5,0,"80,752.11"
IMPS,0,"40,376.06","40,376.06"
Purchase,"2,515.00",0,"42,891.06"
IMPS,0,"42,891.06",0
Debit Card,"3,008.48",0,"3,008.48"
IMPS,"2,414.41",0,"5,422.89"
Tax,0,903.82,"4,519.08"
Transfer,0,"1,506.36","3,012.72"
NEFT,0,376.59,"2,636.13"
Cash,"24,863.10",0,"27,499.23"
Cash,"2,705.33",0,"30,204.56"
Tax,"28,316.85",0,"58,521.41"
Cheque,"1,02,427.80",0,"1,60,949.21"
Miscellaneous,0,"53,649.74","1,07,299.47"
Interest,"14,839.00",0,"1,22,138.47"
Commission,0,"30,534.62","91,603.85"
Debit Card,135.38,0,"91,739.23"
Commission,0,"15,289.87","76,449.36"
RTGS,"13,125.70",0,"89,575.06"
IMPS,0,"11,196.88","78,378.18"
Bill,"2,373.60",0,"80,751.78"
Cash,0,"80,751.78",0
NEFT,17.3,0,17.3
ATM,426.7,0,444
IMPS,0,444,0
Bill,"3,555.00",0,"3,555.00"
Purchase,42.15,0,"3,597.15"
Commission,0,719.43,"2,877.72"
Purchase,"30,721.00",0,"33,598.72"
Purchase,296,0,"33,894.72"
Interest,"15,969.00",0,"49,863.72"
Cash,0,"4,986.37","44,877.35"
Debit Card,497.03,0,"45,374.38"
Debit Card,14.6,0,"45,388.98"
Commission,"2,083.00",0,"47,471.98"
Interest,"4,97,720.50",0,"5,45,192.48"
Tax,"11,518.25",0,"5,56,710.73"
IMPS,18.7,0,"5,56,729.43"
Miscellaneous,0,"61,858.83","4,94,870.60"
Purchase,0,"98,974.12","3,95,896.48"
ATM,"12,645.00",0,"4,08,541.48"
Miscellaneous,"3,906.00",0,"4,12,447.48"
Tax,0,"1,37,482.49","2,74,964.99"
Transfer,"8,04,238.00",0,"10,79,202.99"
IMPS,0,"1,07,920.30","9,71,282.69"
Miscellaneous,0,"1,07,920.30","8,63,362.39"
Commission,0,"4,31,681.20","4,31,681.20"
NEFT,0,"47,964.58","3,83,716.62"
IMPS,0,"3,83,716.62",0
Transfer,"18,859.30",0,"18,859.30"
Tax,272.3,0,"19,131.60"
Commission,260,0,"19,391.60"
Miscellaneous,0,"9,695.80","9,695.80"
Miscellaneous,0,"4,847.90","4,847.90"
Tax,"3,161.40",0,"8,009.30"
NEFT,0,"2,669.77","5,339.53"
Bill,0,533.95,"4,805.58"
IMPS,"20,898.14",0,"25,703.72"
Commission,"2,17,292.75",0,"2,42,996.47"
Bill,0,"48,599.29","1,94,397.18"
Debit Card,"11,46,050.20",0,"13,40,447.38"
Miscellaneous,0,"2,68,089.48","10,72,357.90"
Cheque,"2,477.50",0,"10,74,835.40"
Interest,"1,281.00",0,"10,76,116.40"
NEFT,19.6,0,"10,76,136.00"
IMPS,"19,57,055.00",0,"30,33,191.00"
Debit Card,"16,850.34",0,"30,50,041.34"
Transfer,0,"7,62,510.34","22,87,531.00"
Miscellaneous,"1,08,072.00",0,"23,95,603.00"
Cheque,0,"23,95,603.00",0
Interest,6,0,6
Reversal,0,6,0
Transfer,"1,86,521.00",0,"1,86,521.00"
Purchase,0,"31,086.83","1,55,434.17"
Debit Card,0,"19,429.27","1,36,004.90"
Transfer,0,"22,667.48","1,13,337.42"
Purchase,407.63,0,"1,13,745.05"
Cash,"13,42,272.00",0,"14,56,017.05"
Tax,"3,345.96",0,"14,59,363.01"
ATM,"10,652.00",0,"14,70,015.01"
Purchase,0,"1,63,335.00","13,06,680.01"
Miscellaneous,5.2,0,"13,06,685.21"
IMPS,0,"1,86,669.32","11,20,015.89"
Tax,0,"1,60,002.27","9,60,013.62"
IMPS,0,"4,80,006.81","4,80,006.81"
Purchase,"6,254.84",0,"4,86,261.65"
Debit Card,3,0,"4,86,264.65"
Purchase,0,"48,626.47","4,37,638.18"
Transfer,0,"48,626.46","3,89,011.72"
Purchase,0,"43,223.52","3,45,788.20"
Tax,0,"43,223.53","3,02,564.68"
Cash,"2,035.00",0,"3,04,599.68"
Transfer,410,0,"3,05,009.68"
ATM,0,"33,889.96","2,71,119.72"
Bill,"2,57,231.00",0,"5,28,350.72"
Miscellaneous,0,"88,058.45","4,40,292.27"
Interest,0,"48,921.36","3,91,370.91"
Tax,28.91,0,"3,91,399.82"
NEFT,0,"3,91,399.82",0
Transfer,"4,32,360.00",0,"4,32,360.00"
Bill,0,"72,060.00","3,60,300.00"
NEFT,72.07,0,"3,60,372.07"
Miscellaneous,2.01,0,"3,60,374.08"
Tax,"1,94,744.00",0,"5,55,118.08"
NEFT,"1,900.00",0,"5,57,018.08"
Transfer,0,"2,78,509.04","2,78,509.04"
Purchase,0,"34,813.63","2,43,695.41"
IMPS,0,"1,21,847.71","1,21,847.70"
IMPS,0,"17,406.81","1,04,440.89"
Cheque,3.04,0,"1,04,443.93"
Cheque,0,"52,221.97","52,221.96"
IMPS,282,0,"52,503.96"
Cash,0,"13,125.99","39,377.97"
Cash,32.6,0,"39,410.57"
Cheque,0,"5,630.08","33,780.49"
Purchase,"2,30,722.56",0,"2,64,503.05"
Purchase,0,"66,125.76","1,98,377.29"
Cheque,"3,471.00",0,"2,01,848.29"
NEFT,0,"20,184.83","1,81,663.46"
Tax,0,"60,554.49","1,21,108.97"
IMPS,0,"17,301.28","1,03,807.69"
Miscellaneous,"20,992.90",0,"1,24,800.59"
Commission,0,"24,960.12","99,840.47"
Transfer,0,"24,960.12","74,880.35"
Miscellaneous,0,"14,976.07","59,904.28"
Miscellaneous,0,"9,984.05","49,920.23"
Cheque,"20,01,296.00",0,"20,51,216.23"
Interest,"46,816.70",0,"20,98,032.93"
NEFT,28.6,0,"20,98,061.53"
Miscellaneous,0,"5,24,515.38","15,73,546.15"
Reversal,"3,33,507.00",0,"19,07,053.15"
RTGS,33,0,"19,07,086.15"
Purchase,"2,869.70",0,"19,09,955.85"
Interest,0,"19,09,955.85",0
ATM,62.94,0,62.94
Commission,106.9,0,169.84
Commission,0,42.46,127.38
Cheque,"22,172.60",0,"22,299.98"
Tax,0,"7,433.33","14,866.65"
Commission,0,"1,651.85","13,214.80"
RTGS,"5,94,750.25",0,"6,07,965.05"
Tax,0,"67,551.67","5,40,413.38"
Interest,0,"54,041.34","4,86,372.04"
RTGS,"71,862.00",0,"5,58,234.04"
Commission,107.32,0,"5,58,341.36"
Debit Card,0,"55,834.14","5,02,507.22"
Interest,73.11,0,"5,02,580.33"
NEFT,"2,49,678.00",0,"7,52,258.33"
NEFT,0,"1,25,376.39","6,26,881.94"
ATM,"29,222.00",0,"6,56,103.94"
Reversal,0.44,0,"6,56,104.38"
RTGS,309.67,0,"6,56,414.05"
IMPS,0,"65,641.41","5,90,772.64"
NEFT,39.31,0,"5,90,811.95"
Cheque,0,"73,851.49","5,16,960.46"
Debit Card,0,"73,851.49","4,43,108.97"
Bill,0,"1,47,702.99","2,95,405.98"
Cheque,26,0,"2,95,431.98"
ATM,"15,61,767.75",0,"18,57,199.73"
Miscellaneous,0,"2,65,314.25","15,91,885.48"
Tax,"15,74,637.00",0,"31,66,522.48"
Reversal,4.48,0,"31,66,526.96"
Interest,13,0,"31,66,539.96"
Debit Card,0,"31,66,539.96",0
IMPS,77,0,77
ATM,51,0,128
Cash,"1,88,853.70",0,"1,88,981.70"
Transfer,0,"62,993.90","1,25,987.80"
Cash,0,"41,995.93","83,991.87"
RTGS,0,"10,498.98","73,492.89"
ATM,6,0,"73,498.89"
ATM,0,"14,699.78","58,799.11"
Commission,0,"11,759.82","47,039.29"
Miscellaneous,363,0,"47,402.29"
RTGS,"3,813.00",0,"51,215.29"
IMPS,125.1,0,"51,340.39"
Cash,1,0,"51,341.39"
Miscellaneous,"20,296.80",0,"71,638.19"
Cheque,0,"7,163.82","64,474.37"
Purchase,4.9,0,"64,479.27"
IMPS,0,"12,895.85","51,583.42"
Tax,0,"51,583.42",0
Commission,"12,06,073.75",0,"12,06,073.75"
Interest,"19,74,303.50",0,"31,80,377.25"
Tax,"16,673.00",0,"31,97,050.25"
IMPS,0,"5,32,841.71","26,64,208.54"
Debit Card,"20,324.70",0,"26,84,533.24"
RTGS,2.07,0,"26,84,535.31"
Interest,0,"2,68,453.53","24,16,081.78"
ATM,"1,860.81",0,"24,17,942.59"
Interest,0,"12,08,971.30","12,08,971.30"
ATM,0,"1,34,330.14","10,74,641.16"
Tax,0,"1,79,106.86","8,95,534.30"
Debit Card,"1,15,332.00",0,"10,10,866.30"
Tax,0,"1,12,318.48","8,98,547.82"
Interest,0,"1,49,757.97","7,48,789.85"
Reversal,0,"1,06,969.98","6,41,819.87"
RTGS,310,0,"6,42,129.87"
Debit Card,"4,45,125.75",0,"10,87,255.62"
Transfer,"11,94,444.00",0,"22,81,699.62"
Commission,0,"2,85,212.45","19,96,487.17"
Miscellaneous,0,"6,65,495.72","13,30,991.45"
Transfer,"1,61,592.80",0,"14,92,584.25"
NEFT,"3,194.60",0,"14,95,778.85"
Transfer,436.8,0,"14,96,215.65"
Tax,6,0,"14,96,221.65"
Cheque,0,"1,66,246.85","13,29,974.80"
Interest,"4,43,490.00",0,"17,73,464.80"
Miscellaneous,"4,028.00",0,"17,77,492.80"
RTGS,"1,496.02",0,"17,78,988.82"
Interest,"23,943.98",0,"18,02,932.80"
Debit Card,0,"2,57,561.83","15,45,370.97"
Purchase,0,"1,71,707.89","13,73,663.08"
IMPS,588,0,"13,74,251.08"
Tax,14.44,0,"13,74,265.52"
Debit Card,0,"1,37,426.55","12,36,838.97"
NEFT,0,"6,18,419.49","6,18,419.48"
Miscellaneous,"5,36,513.00",0,"11,54,932.48"
Commission,5,0,"11,54,937.48"
Reversal,"2,36,526.00",0,"13,91,463.48"
Debit Card,0,"4,63,821.16","9,27,642.32"
Debit Card,2.22,0,"9,27,644.54"
RTGS,"16,30,935.75",0,"25,58,580.29"
IMPS,"9,940.00",0,"25,68,520.29"
Transfer,0,"4,28,086.72","21,40,433.58"
Tax,47,0,"21,40,480.58"
IMPS,0,"21,40,480.58",0
Cheque,"1,92,329.10",0,"1,92,329.10"
Reversal,0,"1,92,329.10",0
Debit Card,39.7,0,39.7
IMPS,0,13.23,26.47
Purchase,0,2.65,23.82
Interest,0,2.98,20.84
ATM,"17,98,829.00",0,"17,98,849.84"
Interest,"69,968.75",0,"18,68,818.59"
Tax,0,"3,73,763.72","14,95,054.87"
Commission,0,"4,98,351.62","9,96,703.25"
Purchase,0,"1,10,744.81","8,85,958.44"
Debit Card,"1,22,860.50",0,"10,08,818.94"
IMPS,59.25,0,"10,08,878.19"
NEFT,213.4,0,"10,09,091.59"
Purchase,0,"1,00,909.16","9,08,182.43"
Bill,"1,347.00",0,"9,09,529.43"
Commission,0,"1,13,691.18","7,95,838.25"
RTGS,0,"1,59,167.65","6,36,670.60"
Commission,"2,23,037.80",0,"8,59,708.40"
NEFT,"3,096.70",0,"8,62,805.10"
RTGS,3.3,0,"8,62,808.40"
Interest,39,0,"8,62,847.40"
Tax,"1,11,091.12",0,"9,73,938.52"
Commission,0,"1,21,742.32","8,52,196.20"
Transfer,2.6,0,"8,52,198.80"
Purchase,24.16,0,"8,52,222.96"
Tax,"3,377.45",0,"8,55,600.41"
Debit Card,0,"1,42,600.07","7,13,000.34"
Cheque,0,"71,300.03","6,41,700.31"
Cash,0,"1,06,950.05","5,34,750.26"
Transfer,106,0,"5,34,856.26"
Purchase,"1,156.00",0,"5,36,012.26"
Commission,0,"1,07,202.45","4,28,809.81"
Transfer,0,"42,880.98","3,85,928.83"
Debit Card,0,"1,92,964.42","1,92,964.42"
Bill,235.81,0,"1,93,200.23"
IMPS,"44,175.00",0,"2,37,375.23"
Miscellaneous,7,0,"2,37,382.23"
Debit Card,"1,219.30",0,"2,38,601.53"
ATM,0,"59,650.38","1,78,951.15"
ATM,159.6,0,"1,79,110.75"
Transfer,"1,32,275.78",0,"3,11,386.53"
Cash,37,0,"3,11,423.53"
Purchase,0,"51,903.92","2,59,519.61"
Reversal,0,"1,29,759.81","1,29,759.80"
Transfer,878,0,"1,30,637.80"
Reversal,0,"13,063.78","1,17,574.02"
IMPS,0,"23,514.80","94,059.22"
IMPS,"21,295.20",0,"1,15,354.42"
Transfer,0,"11,535.44","1,03,818.98"
Miscellaneous,60.5,0,"1,03,879.48"
IMPS,"3,753.30",0,"1,07,632.78"
RTGS,0,"1,07,632.78",0
Reversal,317.9,0,317.9
Cash,0,35.32,282.58
Miscellaneous,"1,26,062.59",0,"1,26,345.17"
Tax,0,"42,115.06","84,230.11"
Interest,452.31,0,"84,682.42"
RTGS,"1,827.87",0,"86,510.29"
RTGS,0,"86,510.29",0
Debit Card,"1,08,407.70",0,"1,08,407.70"
Interest,"7,52,973.00",0,"8,61,380.70"
Cheque,"1,55,700.88",0,"10,17,081.58"
Cheque,0,"2,03,416.32","8,13,665.26"
Interest,"76,639.10",0,"8,90,304.36"
Debit Card,"5,78,640.00",0,"14,68,944.36"
Cheque,0,"2,93,788.87","11,75,155.49"
Tax,0,"1,46,894.44","10,28,261.05"
ATM,0,"1,02,826.11","9,25,434.94"
Debit Card,"2,46,462.00",0,"11,71,896.94"
Cash,0,"2,92,974.24","8,78,922.70"
Debit Card,0,"1,09,865.34","7,69,057.36"
Tax,0,"7,69,057.36",0
IMPS,"4,95,158.00",0,"4,95,158.00"
Reversal,0,"61,894.75","4,33,263.25"
Transfer,397.35,0,"4,33,660.60"
ATM,38.11,0,"4,33,698.71"
Transfer,517,0,"4,34,215.71"
